SETOR,LOCALIZAÇÃO,CODIGO,DESCRIÇÃO,QTD,ALMOXARIFADO
Cilindro 2,ESTEIRA,034755,FECHAMENTO [CAMISA DO CILINDRO - CBHM6000 CA],0,Almox Mont Carretas
Cilindro 2,ESTEIRA,468897,FECHAM CILINDRO           CBHM,0,Almox Mont Carretas
Cilindro 2,ESTEIRA,496935,ORELHA DO CILINDRO [CAMISA DO CILINDRO - CBH/CBHM],0,Almox Mont Carretas
Cilindro 2,ESTEIRA,034946,BUCHA DO PISTÃO [PISTÃO DO CILINDRO - CBH/CBHM],0,Almox Mont Carretas
Cilindro 2,ESTEIRA,496923,TUBO DA CAMISA DO CILINDRO [CILINDRO HIDRAULICO - CBH/CBHM],0,Almox Mont Carretas
Cilindro 2,ESTEIRA,034945,TUBO DA CONEXÃO MENOR [CAMISA DO CILINDRO - CBH/CBHM],0,Almox Mont Carretas
Cilindro 2,CAIXA 1,034545,TUBO [CAMISA DO CILINDRO - CBH5/CBHM5000],0,Almox Mont Carretas
Cilindro 2,CAIXA 2,034754,TUBO [CAMISA DO CILINDRO - CBHM6000 CA],0,Almox Mont Carretas
Cilindro 2,CAIXA 3,034879,EIXO PISTÃO [CBHM5000/6000],0,Almox Mont Carretas
Cilindro 2,CAIXA 4,034756,EIXO [PISTÃO - CBHM6000 CA],0,Almox Mont Carretas
Cilindro 2,MESA MONTAGEM,034790,"TERMINAL MACHO JIC 3/4"" [TUBOS HIDRÁULICOS - CBH/CBHM]",0,Almox Mont Carretas
Cilindro 2,MESA MONTAGEM,034945,TUBO DA CONEXÃO MENOR [CAMISA DO CILINDRO - CBH/CBHM],0,Almox Mont Carretas
Fueiro,A,031210,CORPO FUEIRO TRAS 90cm - CBHM 4500/5000,0,Almox Mont Carretas
Fueiro,A,469026,CHAPEAMENTO FUEIRO CENTRAL (10.000) CBHM (Un),0,Almox Mont Carretas
Fueiro,A,014424,CHAPEAM FUEIRO TRAS  M09 (10.000) CBHM (Un),0,Almox Mont Carretas
Fueiro,A,031216,CORPO FUEIRO CENTRAL - CBHM 10000,0,Almox Mont Carretas
Fueiro,A,031212,CORPO FUEIRO DIANTEIRO - CBHM 10000/8000,0,Almox Mont Carretas
Fueiro,A,031214,CORP FUEIRO TRAS - CBHM 8000/10000,0,Almox Mont Carretas
Fueiro,A,031211,CORPO FUEIRO TRAS 60cm - CBHM 3500,0,Almox Mont Carretas
Fueiro,A,031209,CORPO FUEIRO DIANTEIRO 60cm - CBHM 3500,0,Almox Mont Carretas
Fueiro,B,031287,CORPO FUEIRO TRAS. (ABERT. LATERAL) - CBH M18,0,Almox Mont Carretas
Fueiro,B,031215,"CORPO FUEIRO TRAS 1,10 - CBHM 5000",0,Almox Mont Carretas
Fueiro,B,031213,CORPO FUEIRO DIANT 90cm - CBHM 4500/5000,0,Almox Mont Carretas
Fueiro,B,031221,CORPO FUEIRO CENTRAL - CBHM 6000,0,Almox Mont Carretas
Fueiro,C GABARITOS,494604,BUCHA ESPAÇ  FUEIRO  CBHM (Un),0,Almox Mont Carretas
Fueiro,C GABARITOS,494665,PINO FUEIRO       CBHM,0,Almox Mont Carretas
Fueiro,C GABARITOS,031233,BUCHA ESPAÇ  FUEIRO TUBULAR CBHM,0,Almox Mont Carretas
Fueiro,C GABARITOS,033612,ARRUELA [ESPAÇADOR - CBH M18],0,Almox Mont Carretas
Fueiro,C GABARITOS,031410,REFORÇO INTERNO - FUEIRO - CBH(M18),0,Almox Mont Carretas
Fueiro,C GABARITOS,030603,REFORÇO LATERAL INTERNO - FUEIRO - CBH(M17) ABERTURA LAT.,0,Almox Mont Carretas
Fueiro,CAIXA,240634,MACACO MOD. RAL-611 (CBHs),0,Almox Mont Carretas
Fueiro,CAIXA I,494616,FECHAM SUP   FUEIRO   CBHM,0,Almox Mont Carretas
Fueiro,CAIXA II,428383,CORRENTE TENSOR 855 - CARROC,0,Almox Mont Carretas
Fueiro,CAIXA II,428360,ELO CORRENTE COMPLEM-CARR C2,0,Almox Mont Carretas
Fueiro,CAIXA II,457000,TENSOR CORRENTE - CORROC  CAR,0,Almox Mont Carretas
Fueiro,CAIXA III,428395,CORRENTE/PORTA CORR 995-CARROC,0,Almox Mont Carretas
Fueiro,CAIXA IV,032745,ALÇA - [TRAVA DE BASCULAMENTO FA4FB],0,Almox Mont Carretas
Fueiro,CORREDOR,032666,ESTRUTURA U [GAIOLA KIT INCENDIO - FTC],0,Almox Mont Carretas
Fueiro,D,028766,DOBRADIÇA [FUEIRO - CBH M21],0,Almox Mont Carretas
Fueiro,D,030789,CORRENTE 180MM - MACACO M17,0,Almox Mont Carretas
Fueiro,D,030386,TRAVA MACACO - MACACO EXTERNO - CBHM/CBH 4T,0,Almox Mont Carretas
Fueiro,D,494884,PINO  MACACO     CBH/CBHM,0,Almox Mont Carretas
Fueiro,D,031239,DOBRADIÇA HORIZONTAL CBH/CBHM (M18),0,Almox Mont Carretas
Fueiro,D,425795,APOIO BUCHA GUIA    CBHM,0,Almox Mont Carretas
Fueiro,F,032723,BUCHA [GAIOLA KIT INCENDIO - FTC],0,Almox Mont Carretas
Fueiro,J,029521,"CORPO DO ESPAÇADOR - CBH 6,0 RS/TANDEM ABERTURA LAT",0,Almox Mont Carretas
Fueiro,L,445885,PINO ENG ICAM (M98)   CARR,0,Almox Mont Carretas
Fueiro,L,025409,SUPORTE TIRANTE / MANCAL CIL  CHASSI,0,Almox Mont Carretas
Fueiro,L,030326,TUBO FIXO MACACO - MACACO EXTERNO - CBHM/CBH 4T,0,Almox Mont Carretas
Fueiro,L,494653,DOBRADIÇA FUEIRO TRAS   CBHM,0,Almox Mont Carretas
Fueiro,L,464831,CORRENTE 400MM - F TRAS CAF CBHM,0,Almox Mont Carretas
Fueiro,L,025465,BUCHA DO MANCAL DO CILINDRO CBH8,0,Almox Mont Carretas
Fueiro,L,494616,FECHAM SUP   FUEIRO   CBHM,0,Almox Mont Carretas
Fueiro,L ,032365,CORPO [SUPORTE DA TAMPA - CBH UG M21],0,Almox Mont Carretas
Fueiro,L ,030789,CORRENTE 180MM - MACACO M17,0,Almox Mont Carretas
Fueiro,PALETE,032665,ASSOALHO [GAIOLA KIT INCENDIO - FTC],0,Almox Mont Carretas
Fueiro,SETOR,032667,TUBO DA ESTRUTURA [GAIOLA KIT INCENDIO - FT10500],0,Almox Mont Carretas
Fueiro,SETOR,032668,FECHAMENTO FRONTAL [FTC4300/6500],0,Almox Mont Carretas
Fueiro,SETOR,032669,REFORÇO MAIOR [GAIOLA KIT INCENDIO - FTC],0,Almox Mont Carretas
Fueiro,SETOR,032670,REFORÇO MENOR [GAIOLA KIT INCENDIO - FTC],0,Almox Mont Carretas
Fueiro,SETOR,400634,"CORRENTE TENSOR 1160     S4,7/S5,3",0,Almox Mont Carretas
Fueiro,SETOR,212300,"ARRUELA LISA 27MM POL. CHAPA 3/16""",0,Almox Mont Carretas
Fueiro,SETOR,221193,"LUVA DE UNIAO GALV. DE 2""",0,Almox Mont Carretas
Fueiro,SETOR,274124,PORCA SEX     1/2   UNC  ZB,0,Almox Mont Carretas
Fueiro,SETOR,274203,"PORCA SEX     3/4""   UNC  ZB",0,Almox Mont Carretas
Fueiro,SETOR,292254,"VALVULA DE GAVETA 2""",0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,A,034758,CAMISA DO CILINDRO [CILINDRO HIDRÁULICO - CBHM6000 CA],0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,A,034828,CAMISA DO CILINDRO [CBH7/CBHM6000],0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,B,034757,CABEÇA DO PISTÃO [CILINDRO HIDRÁULICO - CBHM6000 CA],0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,B,034881,CABEÇA DO PISTÃO [CBHM5000/6000],0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,C,210026,ANEL O'RING 2-045 (USAR PARKER),0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,C,292291,GAX MOLYTH REF 25002000375,0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,C,210158,ANEL O-RING 2-342,0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,C,210027,ANEL O'RING 2-026,0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,C,292448,GAX MOLYTH REF 37503250    MAI,0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,C,210013,ANEL GUIA MOLYGARD W2-2250-500 (REF. PARKER),0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,C,210160,ANEL RASPADOR     REF D-2000,0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,C,289231,ROLAMENTO 32207 SPZ/ZWZ/GBR/1ª L,0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,C,272401,"PORCA CAST.  DE 1"" UNS-14 FIOS ZB",0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,C,274151,"PORCA SEXTAVADA 1.1/4"" UNF 8.8",0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,C,274964,"PORCA SEXTAVADA G5 1.1/2"" UNF",0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,C,273600,"PORCA CON. 5/8"" UNF CH-1.1/16"" ZB",0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,C,273405,"PORCA CÔN. 1/2"" UNF - CH-13/16"" ZB",0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,C,292292,GAXETA MOLYTHANE POLYPAK TIPO B 25002375-375 B,0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,C,210011,ANEL O'RING 2-244,0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,C,292048,GAXETA MOLYTHANE POLYPAK STD 37503750,0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,C,210161,ANEL RASPADOR D-2375,0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,C,210019,ANEL GUIA MOLYGARD 6W2-2612-500,0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,C,210029,ANEL O'RING 2-047 (USAR PARKER),0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,C,210028,ANEL O'RING 2-029,0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,C,210024,ANEL O'RING 2-239,0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,C,289220,ROLAMENTO 33210 SPZ/ZWZ/GBR/1ª L,0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,C,212300,"ARRUELA LISA 27MM POL. CHAPA 3/16""",0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,C,284245,RETENTOR REF 00517 BR (AR-5346),0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,C,255454,"PARAF RODA MB (1.50) 10.9 22X89 ESPIRAL MBB CÓD. 812371 (7/8""X2.1/2"" UNF)",0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,CAIXA 1,222404,"CUBO RODA F. FUND. NOD. GGG-50"" CBHM 6000",0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,CAIXA 10,466050,COMANDO VAROES - FREIO    CAR,0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,CAIXA 11,412661,ARRUELA P/RET - EIXO (C) F6,0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,CAIXA 2,222402,"CUBO RODA F. FUND. NOD. GGG-50"" FA4/CBHM",0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,CAIXA 3,222401,"CUBO RODA F. FUND. NOD. GGG-50"" F6",0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,CAIXA 4,459574,TAMBOR FREIO - EIXO       F6F5,0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,CAIXA 5,034759,PISTÃO [CILINDRO HIDRÁULICO - CBHM6000 CA],0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,CAIXA 6,034899,PISTÃO DO CILINDRO [CBHM5000/6000],0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,CAIXA 7,288986,ROLAMENTO 30207 SPZ/ZWZ/GBR/1ª L,0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,CAIXA 7,289231,ROLAMENTO 32207 SPZ/ZWZ/GBR/1ª L,0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,D,034753,FECHAMENTO GUIA [CILINDRO HIDRÁULICO - CBHM6000 CA],0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,D,034546,FECHAMENTO GUIA DO CILINDRO [CBH/CBHM],0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,E,288986,ROLAMENTO 30207 SPZ/ZWZ/GBR/1ª L,0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,E,289024,ROLAMENTO 30208 SPZ/ZWZ/GBR/1ª L,0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,E,289206,ROLAMENTO 30210 SPZ/ZWZ/GBR/1ª L,0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,E,212300,"ARRUELA LISA 27MM POL. CHAPA 3/16""",0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,E,284282,RETENTOR REF 00793 BA (AR-5006),0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,ESTANTE CUBO DE RODA,255452,PARAF RODA 5/8-18Fx2.3/32 - 216R,0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,ESTANTE CUBO DE RODA,255464,"PARAF RODA 1/2 X 1.3/4"" CF. DES.",0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,ESTANTE CUBO DE RODA,273600,"PORCA CON. 5/8"" UNF CH-1.1/16"" ZB",0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,ESTANTE CUBO DE RODA,273405,"PORCA CÔN. 1/2"" UNF - CH-13/16"" ZB",0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,ESTANTE CUBO DE RODA,802013,GRAXA LUBRIFICANTE,0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,ESTEIRA CILINDRO,034547,CAMISA DO CILINDRO [CBH5/CBHM5000],0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,ESTEIRA EIXO,455600,TAMPA CUBO - RODAGEM   F6/FA/CBHM,0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,ESTEIRA EIXO,212300,"ARRUELA LISA 27MM POL. CHAPA 3/16""",0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,ESTEIRA EIXO,272401,"PORCA CAST.  DE 1"" UNS-14 FIOS ZB",0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,ESTEIRA EIXO,222148,CONTRA PINO  3/16 X 1.1/2,0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,SETOR,200405,"PORCA AUTOTRAVANTE 1/2"" UNC",0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,SETOR,272403,"PORCA AC SX OSC C32/AA29 M22X1,50 CL10 CÓD. 79415 (7/8"" UNF)",0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,SETOR,212091,"ARRUELA LISA 3/8"" ZB CHAPA 1,5MM",0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,SETOR,212098,"ARRUELA LISA 1/4"" GALV",0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,SETOR,222151,CONTRA PINO  1/4  X 3.1/2,0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,SETOR,222197,CONTRA PINO  1/8  X 1,0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,SETOR,234205,GRAXEIRO 1/4 UNF       RETO,0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,SETOR,274355,PORCA SEX     1/4          UNF,0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,SETOR,284210,RETENTOR REF 1552 BR (AR-5363),0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,SETOR,222467,EMBOLO C/ VED. CN 060x020x050,0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,SETOR,222470,PORCA AUTO TRAVANTE MÉTRICA ALTA M20X1.5,0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,SETOR,222447,NIPLE JIC 37 3/4,0,Almox Mont Carretas
Cubo de roda/Eixo comp./Cilindro,SETOR,212507,"ARR. DE PRES. MÉDIA - ZB 1/4""",0,Almox Mont Carretas
Içamento,A,022822,FECHAMENTO DO SUPORTE P/CABO - ICAM C/FREIO       CBHF/CBMF,0,Almox Mont Carretas
Içamento,A,025071,BUCHA EMBOLO - IÇAMENTO F4/F6 (NOV/12...),0,Almox Mont Carretas
Içamento,A,025125,ARRUELA GUIA - IÇAMENTO CARR MELÃO M12/02,0,Almox Mont Carretas
Içamento,A,025195,SUPORTE DE FIXAÇÃO IÇAM  CBHF (M12),0,Almox Mont Carretas
Içamento,A,025239,SUPORTE DIANTEIRO - CHASSI FA6 RD,0,Almox Mont Carretas
Içamento,A,025240,FECHAMENTO TRASEIRO - CHASSI FA6 RD,0,Almox Mont Carretas
Içamento,A,025241,REFORÇO DA BUCHA DO MACACO - ICAM FA,0,Almox Mont Carretas
Içamento,B,025243,ORELHA  ICAMENTO (M98)  FA (NOV13...),0,Almox Mont Carretas
Içamento,B,025550,SUPORTE DE FIXAÇÃO TRASEIRO - IÇAM - CBHF M12,0,Almox Mont Carretas
Içamento,B,025614,HASTE TRACAO MENOR-ICAM MAIOR F4/F6/CBHM,0,Almox Mont Carretas
Içamento,B,025641,HASTE DE TRAÇAO MAIOR [IÇAMENTO - CBH/CBHM/FTC-2E],0,Almox Mont Carretas
Içamento,C,025659,HASTE DE TRACAO ICAM (M98)  FA (NOV13...),0,Almox Mont Carretas
Içamento,C,025660,TRANSVERSINA ICAMENTO (M98) FA (NOV13...),0,Almox Mont Carretas
Içamento,C,025661,SUPORTE ENGATE ICAM (M98) FA (NOV13...),0,Almox Mont Carretas
Içamento,C,025662,FECHAM DIANTEIRO ICAM (M98) FA (NOV13...),0,Almox Mont Carretas
Içamento,C,025664,HASTE TRACAO C/F (M98) - FA FB (NOV13...),0,Almox Mont Carretas
Içamento,C,025681,HASTE TRACAO - ICAM      FA6 (DEZ13...),0,Almox Mont Carretas
Içamento,C,025709,HASTE DE TRAÇÃO IÇAMENTO (FEV14...) CBHF (M12),0,Almox Mont Carretas
Içamento,C,025818,FECHAM DIANT - COMPL GUIA DO ÊMBOLO - CARR MELÃO,0,Almox Mont Carretas
Içamento,C,025819,REFORÇO INTERNO - COMPL GUIA DO ÊMBOLO - CARR MELÃO,0,Almox Mont Carretas
Içamento,C,025821,ARRUELA INTERNA - COMPL GUIA DO ÊMBOLO - CARR MELÃO,0,Almox Mont Carretas
Içamento,C,028829,CORPO DO VARÃO  CBH M16 2 EIXOS TANDEM,0,Almox Mont Carretas
Içamento,C,029964,"APOIO DA TAMPA - CAÇAMBA CBH 6,0 C/ ABERTURA LATERAL",0,Almox Mont Carretas
Içamento,C,029987,TRANSVERSINA  - 5ª RODA - CARRETAS ER6/ER4,0,Almox Mont Carretas
Içamento,C,029988,TRANSV SUPORTE - 5ª RODA - CARRETAS ER6/ER4,0,Almox Mont Carretas
Içamento,C,030051,SUP. FEIXE DE MOLAS/PORTA IÇAMENTO - 5ª RODA ER4/6,0,Almox Mont Carretas
Içamento,C,030327,TUBO FIXO MACACO M17 CHASSI CBHM/CBH,0,Almox Mont Carretas
Içamento,C,030381,FIXADOR MACACO M17 CHASSI CBHM/CBH,0,Almox Mont Carretas
Içamento,C,031170,"HASTE TRAÇÃO MAIOR - IÇAMENTO FTC C/FA6 1/4""",0,Almox Mont Carretas
Içamento,C,031687,CORPO DO APOIO DO CARDAN (Un),0,Almox Mont Carretas
Içamento,CAIXA 1,441880,REFORCO TRAVA ICAM (M98)  FA,0,Almox Mont Carretas
Içamento,CAIXA 10,459501,FECHAM DIANTEIRO - ICAM (M98)  C2/FP2,0,Almox Mont Carretas
Içamento,CAIXA 11,459690,FECHAM DIANTEIRO ICAM (M98) FA/CBHM,0,Almox Mont Carretas
Içamento,CAIXA 12,459732,TRAVA           ICAM  (M98) FA,0,Almox Mont Carretas
Içamento,CAIXA 13,460783,TRAVA FEIXE DE MOLAS  - CHASSI CS   CBH,0,Almox Mont Carretas
Içamento,CAIXA 14,463371,ABRAÇADEIRA DIANT. IÇAM.    UVA,0,Almox Mont Carretas
Içamento,CAIXA 15,464510,PEGADOR MANIV MACACO    CBH/CBHM,0,Almox Mont Carretas
Içamento,CAIXA 16,464545,TRAVA PEGADOR MACACO  CBH/CBHM,0,Almox Mont Carretas
Içamento,CAIXA 17,464880,BUCHA EMBOLO - CHASSI CBHM/ICAM FA,0,Almox Mont Carretas
Içamento,CAIXA 18,467704,ESBARRO LIMITADOR DE GIRO - 5ª RODA (M98)   F4/6,0,Almox Mont Carretas
Içamento,CAIXA 19,468393,FECHAM COMPL - ICAM  (M98)F4/6,0,Almox Mont Carretas
Içamento,CAIXA 2,444972,"BASE DESCANSO - ICAMENTO A3, (Un)",0,Almox Mont Carretas
Içamento,CAIXA 3,446282,TRANSV MAIOR - ICAM  (M98)F4/6,0,Almox Mont Carretas
Içamento,CAIXA 4,446282,TRANSV MAIOR - ICAM  (M98)F4/6,0,Almox Mont Carretas
Içamento,CAIXA 5,446312,TRANSV MENOR - ICAM  (M98)F4/6,0,Almox Mont Carretas
Içamento,CAIXA 6,446312,TRANSV MENOR - ICAM  (M98)F4/6,0,Almox Mont Carretas
Içamento,CAIXA 7,447020,PORTA IÇAMENTO-5@ RODA     U4/6,0,Almox Mont Carretas
Içamento,CAIXA 8,453407,SUP FEIXE MOLA DIAN-CHASSI  U4P2,0,Almox Mont Carretas
Içamento,CAIXA 9,454278,SUPORTE TRAVAM ICAM (M98) FA,0,Almox Mont Carretas
Içamento,D,031867,SUPOTE DA BASE DA ENSILADEIRA _ IÇAMENTO CBE _ CBHM 5000 CBE,0,Almox Mont Carretas
Içamento,D,031868,FECHAMENTO DA BASE MOVEL _ BASE MOVEL PARA ENSILADEIRA,0,Almox Mont Carretas
Içamento,D,031869,CORPO DA BASE MOVEL _ BASE MOVEL PARA ENSILADEIRA,0,Almox Mont Carretas
Içamento,D,032300,PLACA DE APOIO 5ª RODA _ CBHL 6000,0,Almox Mont Carretas
Içamento,D,032352,SUPORTE FRONTAL [CHASSI COMPLETO - CBH],0,Almox Mont Carretas
Içamento,D,032406,HASTE TRACAO FTC 4300 -,0,Almox Mont Carretas
Içamento,D,033109,BUCHA DA MANIVELA [TDV5000] (Un),0,Almox Mont Carretas
Içamento,D,033110,PINO DA MANIVELA [TDV5000] (Un),0,Almox Mont Carretas
Içamento,D,033320,HASTE DE TRAÇÃO MENOR [IÇAMENTO - CBH12],0,Almox Mont Carretas
Içamento,E,033324,APOIO DA LUVA [IÇAMENTO - CBH12],0,Almox Mont Carretas
Içamento,ESTANTE,468540,FECHAM FRONTAL - ICAM (M98) F4/6,0,Almox Mont Carretas
Içamento,ESTANTE,474046,LONG 5 RODA  - 5 RODA        U4,0,Almox Mont Carretas
Içamento,ESTANTE,479329,BUCHA    -   5ª RODA (M98)  F4/6,0,Almox Mont Carretas
Içamento,ESTANTE,480230,HASTE TRACAO MENOR-ICAM   F4/6,0,Almox Mont Carretas
Içamento,ESTANTE,480230,HASTE TRACAO MENOR-ICAM   F4/6,0,Almox Mont Carretas
Içamento,ESTANTE,480307,HASTE TRACAO MAIOR-ICAM   F4/6,0,Almox Mont Carretas
Içamento,ESTANTE,480629,PLACA DE APOIO - 5ª RODA (M98)   F4/6,0,Almox Mont Carretas
Içamento,ESTANTE,480630,REFORÇO  - 5ª RODA (M98)   F4/6,0,Almox Mont Carretas
Içamento,F,033328,APOIO INFERIOR [FIXAÇÃO BRAÇO - CBH12],0,Almox Mont Carretas
Içamento,F,033329,REFORÇO LATERAL [FIXAÇÃO BRAÇO - CBH12],0,Almox Mont Carretas
Içamento,F,033332,REFORÇO INFERIOR [FIXAÇÃO BRAÇO - CBH12],0,Almox Mont Carretas
Içamento,F,033424,LINGUETA DE GIRO [BRAÇO ESTABILIZADOR - FT12500 M22],0,Almox Mont Carretas
Içamento,F,033425,BRAÇO [BRAÇO ESTABILIZADOR - FT12500 M22],0,Almox Mont Carretas
Içamento,F,033889,REFORÇO INTERIOR [CONJ SUP FRONTAL - CBH],0,Almox Mont Carretas
Içamento,F,033925,ORELHA APOIO DO CARDAN [IÇAMENTO - FT12500],0,Almox Mont Carretas
